,GENERAL_MAE,GENERAL_RMSE,PTS_MAE,PTS_RMSE,REB_MAE,REB_RMSE,AST_MAE,AST_RMSE
0,3.6590564250946045,5.302968502044678,6.3862385749816895,65.9158706665039,2.6090447902679443,11.607600212097168,1.9818764925003052,6.841066837310791
